HITID,index,comment_index,comments,keys,Worker1,Answer1,Worker2,Answer2,Worker3,Answer3,Worker4,Answer4,Worker5,Answer5,Avg,Date
3BKZLF990ZZIX3DFDFBV9T2N51RYQG,706,8,Awesome project Local Motors. Just under 2 days and this one has exceeded the goal. Looking forward to seeing the results.,772106892,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 07:41:42 UTC
32FESTC2NHQXMTJRYWDBM37T5YEUC8,864,73,Thank you so much!,923385828,A16U1L4R6WV5G2,2,A1T79J0XQXDDGC,1,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,1.2,2015-06-15 07:55:36 UTC
3FDWKV9VCN2AVFVIBL7PPZC5ZCIUMQ,974,9,Kewl! And cool video too!,1052830150,A18JA2145UWXG,1,A1V6P1ZE6Q8YEW,1,A3KOVCQYR8K3HY,2,ANMWPCK7TJMZ8,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 07:50:14 UTC
324N5FAHSXBFI6KFVZ4E68MKOEXVKC,178,5,Just received a tracking number. To be delivered Thursday. Very excited.,195676001,A1T79J0XQXDDGC,2,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,1.2,2015-06-15 08:28:06 UTC
3MD8CKRQZZNSEFXG4UZS4WX4OJJJR7,11,2,many thanks for your kind words and support Mark! I know  like me you travel a lot .. so totally understand! look fwd to meeting you one of these days after all these years! rgds ajit,12498573,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,2,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 08:22:32 UTC
3OZ4VAIBEXFK7MEXDE425TM79PWJV0,57,1,This is very exciting! The specs on the machine are much more than I expected! Are there training materials available that we can study up on while awaiting the machines arrival Are there detailed specs on what the machine can cut i.e. thicknesses in various materials,54406707,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,1.2,2015-06-15 08:29:50 UTC
3NI0WFPPI9GSQQYAQYMOBWRCTN006K,180,75,"I am also really excited, I kind of wish i bought two. This light will be very useful when biking in downtown Minneapolis",197275498,A16U1L4R6WV5G2,2,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,AKJ8CNFZH73K6,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 08:04:37 UTC
37Y5RYYI0P55AE2I0NEYLFAFLJISXT,404,10,"cool project, PHS3DPC!! Heres to a successful campaign high fives",422013183,A16U1L4R6WV5G2,2,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 08:32:55 UTC
3G3AJKPCXLSB8YQHFI4I6Q1I999Y4Y,114,41,"Inspirational! Cause, fun, and fire...",113267100,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3KOVCQYR8K3HY,2,AKJ8CNFZH73K6,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 07:37:44 UTC
3D42WVSDH8VL6EN6ZZ01XUY9YZIYFM,405,581,"I lost track of Digistump for about the last year, so imagine my surprise when I found this! Seeing what you are accomplishing and the recognition youre getting, it brought a tear to my eye. You guys are my heroes. Rock on most awesome dudes ,,,",422612806,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,2,A3KOVCQYR8K3HY,2,A9K0CV70JWG1W,1,1.2,2015-06-15 08:23:12 UTC
3MJ28H2Y1E8HA3QFN0EU9R9UVV55OZ,553,39,Fully funded 8 days early. Nice! Now we wait for the followup project for production.,585385246,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,AKJ8CNFZH73K6,1,1.2,2015-06-15 08:15:15 UTC
3WPCIUYH1A8SR8AGYNIC1D397KKDT1,752,23,Bilal  thanks for sharing your passion and excitement with us! Glad I could play a small part...,823912106,A32QBXDPHHSTOD,2,A3KOVCQYR8K3HY,2,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,2,1.2,2015-06-15 08:18:13 UTC
375VMB7D4JJ2IUU54BJ8N610W34IDP,660,21,Awesome to see this in the Kickstarter newsletter! Good luck Mathew!,716552841,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:52:49 UTC
3MG8450X2OAGGISV31ZH63604HUPUI,832,20,"Hannah just donated and sent this comment This would fix the whole world if it pledged to the real worth of its use. Pike, I am wheelchair bound for the last two years. I still feel like a newbie cause I am still learning. I am in love with your new pad. Even when I was still walking, I was always frustrated by pads that were hidden behind bushes, pads that opened just one door, and then the twist to see which side was going to move first then realize nothing was moving. I would give you all my money to see something like this come into the usable world. Like I said, I am a newbie. But if this has been thought up before, it should of hit the jackpot. Hang in there Pal, I firmly have your back. Hannah",895557833,A1T79J0XQXDDGC,2,A1V6P1ZE6Q8YEW,1,A291KO368YRYCR,2,A2RD843ESYKRP2,0,A9K0CV70JWG1W,1,1.2,2015-06-15 08:08:07 UTC
3HEA4ZVWVDMV2TKXILIV0L93E0055U,977,2,Very cool  looking forward to it  keep up the great work. Lin,1055820618,A16U1L4R6WV5G2,2,A1T79J0XQXDDGC,1,A1ZFUBB7KVAT4G,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1.2,2015-06-15 08:37:22 UTC
3R15W654VDTYX46GU0M5FL0RWMNLQB,291,8,Great product works flawlessly,303512768,A1PE0077HI218F,1,A1T79J0XQXDDGC,2,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:38:41 UTC
3INZSNUD80Q97T120HDVAD2XDDI9DY,253,17,I love this idea and cant wait for the app!,264752225,A1PE0077HI218F,1,A1T79J0XQXDDGC,1,A291KO368YRYCR,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:21:17 UTC
38Z7YZ2SB32W73YA9XPSN58ZFITIQU,761,9,Cool! Congratulations Team!! Do you have any plans for UDOO neo case,832485246,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A291KO368YRYCR,2,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1.2,2015-06-15 08:11:42 UTC
338431Z1FLF6FQODK7RXCSEQNDTROY,868,10,Really excited to see this! Good luck guys. Hope to see you in SLC again.,927981368,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,2,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 07:45:33 UTC
3R6RZGK0XFCA2B9WZE55FG1VMT6VY7,509,40,"Hey, love this! I definitely need my own, in blue of course! Does it fit inside a normal jeans pocket, I plan on using it to work in the mornings. Thanks.",529466517,A1T79J0XQXDDGC,2,A2RD843ESYKRP2,0,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 07:32:11 UTC
3HRWUH63QU2ZSIQ3MLEHU29P5L05NK,544,229,BleepBleeps are awesome! Cant wait to get my hands on Sammy and the rest of the family. Good luck guys!,571028233,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:33:47 UTC
3WYZV0QBFJD6TSLGP1S3VQ0FHVXBXC,797,66,"Just to say , Love the bag but would like the cloth to match it exactly with a large swathe of yellow.",859444378,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:26:03 UTC
3N7PQ0KLI5PSKXQMF3N5PIHWDX8E3E,220,7,"Awesome, Im liking your writing so far. Thanks for the update!",238340597,A1PE0077HI218F,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,AQR70X1KIOP6B,1,1.2,2015-06-15 08:28:26 UTC
3MJ9GGZYO36092DRVY7EAPMDM4A2AW,951,236,Congrats guys. I fully expect this thing only to get better as time goes on.,1025701043,A1PE0077HI218F,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1.2,2015-06-15 08:24:28 UTC
3X2YVV51PU4QRUYYDZ3SNV9ZMHZW1K,730,467,Congrats guys! I cant wait until June!!,806581386,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1.2,2015-06-15 08:09:31 UTC
35ZRNT9RUIYEWO3B9HQ1UUBAHZF3O8,709,18,"Thanks guys, I received the new glass and power supply, and the maker is back in action! I will let you know how it all pans out, I am very excited again!",777090264,A16U1L4R6WV5G2,2,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,1.2,2015-06-15 08:14:10 UTC
3GV1I4SEO9P5NMNWFR879GJ0WLC6L0,580,5,"So I got mine and thus far it is pretty slick. Dont know that Ill use it often, since I keep my phone an otterbox case to protect it but Annoyinator lives up to its name. And my pets and friends who have seen it think it is very cool. Im glad I could help kickstart your creation.",616654826,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3CFNUD7VR2E1E,2,A9K0CV70JWG1W,1,AQR70X1KIOP6B,0,1.2,2015-06-15 08:17:57 UTC
3SR6AEG6W5T5KAECUPO10FAMEEVYHK,412,2,"Jeff, I do really enjoy reading your updates. Ive just finished the latest one, and although I dont know what I would actually DO with a Keyglove on my hand, the project and the process are both exciting to me. I love how you express yourself in the ups and downs of this journey. You make your progress and setbacks understandable even to someone as untechy as I am. Your commitment to and love for what youre doing are fun to read. And I have every confidence that you are right This thing is going to be awesome when its done!",429884461,A1T79J0XQXDDGC,1,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,2,1.2,2015-06-15 07:47:37 UTC
3VI0PC2ZAYKQCMAPT6XP1A0EOUEXO0,649,15,Finally I got my RFIDler this morning ....Thank you very much...I guess is time to have some fun !,705173194,A32QBXDPHHSTOD,1,A3KOVCQYR8K3HY,2,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,1.2,2015-06-15 07:52:13 UTC
30UZJB2POHCSOEXT42U2LOBJ049534,949,12,Congrats Patrick on what looks like another successful project!,1024874385,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3CFNUD7VR2E1E,2,A9K0CV70JWG1W,1,1.2,2015-06-15 08:08:27 UTC
3AQN9REUTFGO8U9A8T5B9UVOMM2DYQ,788,148,"Thx for the constant news and updates Tim and Sean, its really appreciated!!",852984299,A18JA2145UWXG,2,A32QBXDPHHSTOD,1,A3CFNUD7VR2E1E,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1.2,2015-06-15 08:22:11 UTC
36BTXXLZ2V82BXEV1NCOYU8L6MUR4P,219,151,Yay !! Cant wait to get mine. Great job guys,238256845,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,AQR70X1KIOP6B,2,1.2,2015-06-15 08:18:12 UTC
3FVBZG9CLJE8NFIRMHDS8NG221G0HL,707,13,Congrats!!,773343049,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3KOVCQYR8K3HY,2,A9K0CV70JWG1W,1,1.2,2015-06-15 08:06:06 UTC
3ZICQFRS31IRGLOBWXWRETNTGYFZZ1,129,20,Congratz on reaching the goal.,125053771,A16U1L4R6WV5G2,1,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,1,2015-06-15 07:42:19 UTC
3L21G7IH47WUGZTYS0LG8SUFXPZ1YO,857,25,"GREAT product, get it off the ground!",917121482,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3ITZNJQUTIZ4C,1,AKJ8CNFZH73K6,1,1,2015-06-15 08:35:58 UTC
3FVBZG9CLJE8NFIRMHDS8NG221FH01,806,42,Awesome concept.... pedal power!,873090747,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1,2015-06-15 07:51:19 UTC
30UZJB2POHCSOEXT42U2LOBJ049352,254,10,"As a big foodie, I really like what this app brings to the table. I could see myself using it daily just because I love to learn about new healthy products, so I would really like to see the extra features happen!",266960846,A1PE0077HI218F,1,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1,2015-06-15 08:35:20 UTC
38B7Q9C28G5AMKMNQU5H47S5WRV966,762,5,"Hello Brian, I hope you make your goal and get your rocket launched. Few things are more fun than watching something you build, fly. I understand the feeling because I am a rocket technician. Best of luck, Zach",833376029,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,1,1,2015-06-15 08:36:53 UTC
3NQUW096N68S55PUDYBJTQA2MMJL9P,689,6,Congrats! Now make us proud,751844147,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,2,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:30:22 UTC
37OPIVELUU34OSG9EJALXTSFBNSAHM,437,66,And mine appared in the mailbox today!,455463478,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,AXMPSUNKUBEIL,1,1,2015-06-15 07:37:56 UTC
3GS542CVJVNE3GM9LBVCC1E50WJ59L,620,35,I think you had a good idea man,665363205,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,1,2015-06-15 07:58:49 UTC
3TC2K6WK9G2MQEKCY0N0EYGIWGA82Y,522,271,HungCha Glad you liked it!,548782030,A1T79J0XQXDDGC,0,A291KO368YRYCR,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,ANMWPCK7TJMZ8,1,1,2015-06-15 08:30:56 UTC
36KM3FWE3RCBUQCF98RGHAR8OYK07J,199,35,"Thanks Paul! Yes, thats what I was aiming for  to create an allinone package thats neater and more convenient than cobbled together pieces. You also end up with a lot more usable breadboard space this way, because the breakout connector isnt taking space on the breadboard  especially true with 40 pins of GPIO these days. Sure, Id like to get maker sites to resell the Wombat. It will be an easier sell to them if this Kickstarter campaign is successful though proving there is some demand there, so hopefully well get this across the line!",214672701,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,2,AQR70X1KIOP6B,1,1,2015-06-15 08:31:14 UTC
31D0ZWOD0AZTDSADGB30R1TYP6QA0K,897,32,Taylor Froelich Thanks! Absolutely you will get to choose the color of your Contrejour. When we survey all the backers for addresses we will get that info from you.,962361784,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:26:02 UTC
3XDSWAMB22S5U0CAHNT6C2A42D9CQM,0,20,"Thank you all so much! Im going to program the microcontrollers today for the final stretch goal. Ill take a picture of all of the component kits either tonight or tomorrow morning, and post them in the first postkickstarter update! The next two weeks are going to be busy, but I am going to work extremely hard to properly quality check each board, and send all rewards out promptly. Eight hours to go. ",422207,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,2,A3Q92WMGIHEPSD,1,A9K0CV70JWG1W,1,1,2015-06-15 08:23:04 UTC
3HEM8MA6H9COOPLEMSFCW29B1WOQPE,696,13,amazing idea!!  any chance youll also support standard soprano ukulele in the future,761786860,A1T79J0XQXDDGC,2,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,0,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,1,2015-06-15 07:55:07 UTC
3BFNCI9LYKQ7BIBCSV9ZJ8PFRA437H,286,15,Yay! You rock. All of you!,299078208,A1PE0077HI218F,0,A1T79J0XQXDDGC,2,A1V6P1ZE6Q8YEW,1,A3UWM3KJYEL5XU,1,A9K0CV70JWG1W,1,1,2015-06-15 08:38:19 UTC
3URJ6VVYUPNZEKMF9VVK4Z3GVZA4OT,44,50,"Congrats, it will be nice to be able to hear now...hands free to top it off.",39141561,A18JA2145UWXG,1,A1T79J0XQXDDGC,1,A2RD843ESYKRP2,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1,2015-06-15 07:44:24 UTC
3YCT0L9OMM90YKOEYHRPNDJHJ58SN9,932,147," Roger  WOW! I love it. You might test some of the covering material to see if it reacts is damaged by with the resin, might need to be extra careful if it does.  Eric  James  Thanks for the positive feedback, I took some inspiration form Nopheads Mendel90 packaging, nobody wants a poorly packed kit!  Sebastiano  Coming soon once I have all of batch 1 shipped I will have time to finish this.  Colin Richardson  I will add an option to the next survey if you want to add the printed parts as well, the cost for both the metal and printed parts will be identical to the normal kit price.  Bert McMahan  I generally just put the models in the sun for a few hours after they have been thoroughly washed. I prefer a sonicator with IPA followed by a very breif dip in acetone to remove the water from the IPA.",1005063605,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,1,2015-06-15 07:55:43 UTC
3G4VVJO6PZG2DMNJ9NVF0GX22QWKPG,887,36,Looking forward to more updates! Got anything in the tubes,946820322,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:13:18 UTC
3FW4EL5A3LOB4ZINIJEZ473FAGI22P,891,41,Great design. This is much needed. This product can make a difference!!,954675231,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,2,AXMPSUNKUBEIL,1,1,2015-06-15 08:16:20 UTC
3JVP4ZJHDPS8JATBSZVD8ZHH2EV0IE,711,19,Gongrats on getting funded! Any chance of a render of the finished product,779576087,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,ANMWPCK7TJMZ8,1,1,2015-06-15 08:04:29 UTC
3L1EFR8WWT565DFYRN8LYD5IPQY9F9,279,10,"This is the first time in a while I have been really excited for my next round of golf, haha. Will the board handle a 240 pound rider Also, how do you charge it",293869602,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,2,1,2015-06-15 08:24:43 UTC
3M93N4X8HKN4FUXTJJZXU620AL2JSV,834,108,4 hours on KS and already on 34 of goal... looks promising,895655598,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,ANMWPCK7TJMZ8,1,AQR70X1KIOP6B,1,1,2015-06-15 07:46:55 UTC
3M7OI89LVYOCKITQ2EF86XTD2CYC6Q,349,3,So glad youve made your goal! Someone posted about LumenEd to the Google Certified Teacher listserv... turns out hes the uncle of someone on your team! What a small world!,369742023,A1PE0077HI218F,1,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1,2015-06-15 08:19:23 UTC
3V7ICJJAZAGFVQX65QQYYF3HO0RB4W,256,204,I got mine weeks ago. E27. Should have picket e14. But with some adapters they work fine and are good fun. A little temperamental but I think that is more to do with the app than anything else. Great fun.,268800968,A1PE0077HI218F,1,A1T79J0XQXDDGC,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1,2015-06-15 08:36:30 UTC
3AQN9REUTFGO8U9A8T5B9UVOMM2YDB,185,22,"Hi Thank you guys so much! Joanna and Rich,  Just feel free to add 39 to any current pledge for an additional DIY strip. D",200414650,A1T79J0XQXDDGC,1,A2RD843ESYKRP2,0,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,2,ANMWPCK7TJMZ8,1,1,2015-06-15 07:59:15 UTC
3ZLW647WALV0PHE6MJS4NH87GUI230,85,33,Thanks! Glad you are enjoying Android. WordPress will be in a similar format. Keep an eye out for part 3 of Android to be released on the 14th!,85361299,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1,2015-06-15 08:33:16 UTC
3B286OTISEH0FYBZ2JD6968UOFWAJR,450,1196,"Hi guys. I cant wait to get my hands on the triggertrap  When I am purchasing a speedlight to work with the high speed kit, what should I be on look out for I have an Olympus Pen PL5, so I was thinking of getting the Olympus FL600R but I am wondering if its a good fit..",469832614,A1T79J0XQXDDGC,1,A291KO368YRYCR,2,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,1,1,2015-06-15 08:05:17 UTC
3EKTG13IZU37CP8O27FOYCGMMLPMLO,829,13,"Dan, Great idea. I dont plan on teaching in the classroom, but having the ability to quicky have the parts I need to try out ideas on hand and never consumed in a project is a great way to prototype. With this kid I could build what I want, test it, finalize it, and then have a order sheet of parts needed to build a dedicated model. I certainly believe you will meet your goal. Best of luck.",892987259,A1PE0077HI218F,1,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,1,2015-06-15 08:38:30 UTC
33TGB4G0LPH6PEFXPNJOVK61N2VXTM,479,22,They are looking good... since mine probably would not stay white anyway  could you please send me one of those 300 with the bad white painting you received Thanks and greetings!,501492306,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,1,2015-06-15 07:50:40 UTC
38F60IALAGHYSO9MMBUHM6JQDVBT0O,443,143,"Hi Evan, I just wanted to say thanks for the continuous, detailed updates. I appreciate how you go into the science of all the different moving parts and cant wait to test drive imitone. Keep up the great work.",463811394,A1T79J0XQXDDGC,1,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1,2015-06-15 07:45:46 UTC
3PUOXASB573CAU6YSZ2S15L01VRZ9M,311,15,"Barry, Thomas and team Huge congrats ! On to successful production and speedy shipment !",326760962,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,0,1,2015-06-15 08:37:05 UTC
30EMX9PEVKJZQE3B14Z9VL2DPA3SK4,95,45,Congrats on the 300 !,95862137,A18JA2145UWXG,1,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,AXMPSUNKUBEIL,1,1,2015-06-15 07:50:40 UTC
3WYZV0QBFJD6TSLGP1S3VQ0FHVVXBW,128,61,Awesome! Thanks to all my backers! Ill send an update on Friday...,124848186,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,1,A3CFNUD7VR2E1E,2,A3HW4QDJB63OQ2,1,1,2015-06-15 08:25:15 UTC
3T2EL38U0MKTXYN58JPTQFVE3VXQX2,545,14,"I think that what you guys do is really cool. I dont know how many times I threw stuff out, because I didnt know how to fix it. Good luck with your funding!",571509477,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A291KO368YRYCR,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1,2015-06-15 08:08:35 UTC
3YKP7CX6G2FCEDFP7OO51RNRF2HB7G,304,21,"Thank you. Looking back at every challenge, you have used it as an opportunity to thoughtfully make the Griffins design and capability stand out. Looking forward to a startup company that really makes an impact in the 3D community. Go Griffin!",320209353,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,2,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,1,2015-06-15 08:24:00 UTC
3MYASTQBG7BFZSIOHJOHW8SMNDLQD0,176,168,"Hello, Gregol Gratis thank you so much for your support, we are all so excited to see whats happening, hopefully it will continue!",194727834,A1PE0077HI218F,1,A1ZFUBB7KVAT4G,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:14:23 UTC
3TL87MO8CMP16FG7GKBB3MWDPKEFLB,101,9,"Thank you. Received my Flowpaw yesterday. Looks cool. Wont be able to have a play till Christmas, hope my sons not too daunted by it.",100464296,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:32:23 UTC
3OCZWXS7ZO794INIA8Y2HA500Q0L5Y,653,17,What a pure pleasure it is to help good people pursue their passion in helping others. It is also so heartening to see those who could use a hand getting one.,707749212,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3UWM3KJYEL5XU,1,AQR70X1KIOP6B,2,1,2015-06-15 08:42:38 UTC
386T3MLZLNVFU4HYJDJMVAN3ZIQ086,623,78,"This project brings me back to my early college engineering experiences. Looking forward to seeing what I can find to do with it these days. It would be nice to see more hobbyists learning with digital logic in addition to the likes of Arduino. Oh, and 40K was taking too long so I upped my pledge to give myself the upgrades anyway!",674081040,A1T79J0XQXDDGC,0,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,2,AXMPSUNKUBEIL,1,1,2015-06-15 08:03:23 UTC
37MQ8Z1JQEW15KBUB4LUDB4KPVDY22,895,76,Mine arrived yesterday. It came by USPS. It seems to be exactly as described.,960347124,A1T79J0XQXDDGC,1,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A3KOVCQYR8K3HY,1,AXMPSUNKUBEIL,1,1,2015-06-15 08:23:32 UTC
3FO95NVK5C0LDIG6RO86WXORK2XSRX,975,5,"FWIW, I got my Alumina in the mail on Monday, but havent had the chance to try it out yet. Totally wanting to try it out but havent had the chance so far!",1053380164,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,ANMWPCK7TJMZ8,1,1,2015-06-15 08:07:04 UTC
3NSM4HLQNRU9O1MTM5U1W7ZL6SAQQ5,699,142,"Hi there, otter box case is the preserver httpm.otterbox.comPreserverSeriesforiPhone5Sapl20iphone5s,default,pd.html the phone jack is behind a hodges door not a great design feature if the case so access to the ports is very very limited also if the doors are open the case is no longer waterproof, hence some way to attach other then headphone wicket would be awesome!",767076429,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,2,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,1,2015-06-15 08:14:34 UTC
