,comment_index,comments,keys
155,27,"I dont think that repair is possible. Super glue and similar products leave a residue around the bond with would impair the lens. I will send a replacement and mark it as a free item for customs, which I believe is the truth as it is a replacement part",171491069
156,3,"no sticker, no tshirt ",172011275
157,28,"I was thinking, wouldnt it be nice for a future set that you could reuse the pieces you take out for the holes and fold them into cubes as a cat toy",173387281
158,5,Does the shield support connections to multiple devices simultaneously e.g. connected to iPhone 5 and iPad at the same time,173567306
159,0,"glops, I will send you you tracking number, however it is currently not showing any transactions past the acceptance scan. I am currently not very impressed with USPS for international tracking. I do expect it to arrive soon, please give it a few more days.",174237294
160,80,it seems that automatic support generation should be in ver. 1 i thought it was competed. i dont know how many backers are going to just print solid boxes,174927737
161,29,"I received mine yesterday  Also mine has the battery board, and no switch to turn onoff. I did not notice it from the main project page that there was the photo that shows no switch !!! ",174927819
162,4,"How do I make multiple pledges I would like 1, 2, 4.25 and 4.5. On the pledge page I can select any amount I like but can only designate one reward. My son and I are both very excited about this project and can not wait to see it at Oshkosh!!",175239269
163,7,"Congrats on making the funding goal. Best, JBR",176246113
164,7,Nice project here. How will we get the icons after completing the pledge phase,177921463
165,423,"Torsten re a forum thats a good idea. I can try to set something basic up at micropython.org . I wont have the time to read it all and contribute, but it would be good for everyone to record their ideas and flesh them out.",179423588
166,3,Thanks for having finally contacting me.,183541113
167,19,"Hi Marian  Customs is always an adventure for German  Austrian backers. Glad everything arrived safely and please let me know if you have any questions during assembly! Regards, Tyler Nehowig",184562563
168,22,summiteer thats awesome. Im glad you are going to be joining us! Cheers.,185008582
169,14,"Whats the final licensing model If I pledge for a single VIPER Supporter, will I be able to use this on other Spark CoresPhotons I already have, or will I need to purchase for each one",185215327
170,305,"thanh. as conversed earlier, it was not broken but just that it was not reacting to my ipad mini with screen protector properly.",186378284
171,8,"Very Cool Montana is rooting for your success. I do sign work  if you need help on lettering, let me know  John Rouhan",187104807
172,24,Creator I understand the Vikaura use as proprietary battery that lasts a long time and is not rechargeable. What is the approximate cost of a replacement battery when it does need to be replaced,190556213
173,90,"Hi Michelle, Yes thats what we thought, too! Youre welcome ",193205478
174,30,"Chad Yes, you can of course open multiple websites at the same time. As for how many the same dizmo can be instantiated, there are no architectural limitations to it and you can typically instantiate more dizmos than...what you can handle ! The limit is determined by the hardware resources in fact. Just instantiated more than 50 tiny browser dizmo on my laptop... Thanks for you support and questions. Cheers, Team dizmo",193665532
175,58,"Cosmos Gu yes, our iOS version will have MFi certificate, we are under the process to apply that.",193864586
176,168,"Hello, Gregol Gratis thank you so much for your support, we are all so excited to see whats happening, hopefully it will continue!",194727834
177,12,"Justin, That sounds great, I hope that you are successful and most importantly that your team has fun while pursuing your collective goals. Casey",195225878
178,5,Just received a tracking number. To be delivered Thursday. Very excited.,195676001
179,99,"JeroenB made a great point about the GTD part of this app. I would really love this to be more of a app that can handle most that functionality without the need for too many 3rd party apps to check into such as RTM rememberthemilk, wunderlist, evernote, etc.. I would love to see when checklists and more features are available like custom categories morning specific tasks, night tasks. Also when choosing how a taskhabit repeats itself Like setting the specific time of the day it may have to be completed by. Or inversely, that it must be complete or not complete, ie quitting cigarettes within a certain amount of days, weeks, or months a certain amount times it may have to be completed in that time frame. In my opinion, these kinds of features would effectively replace the necessity to use most of the other 3rd party apps. I think the only other app I would use is Google Calender, which I wish I can set up with he Habits section mobile app functionality can use location base to detect if I followed the weekday work habit, and once I check in at work can do worklocation based todos or homebased todos at home etc... and if Google Tasks eventually syncs with HabitRPGs Todos. drool",197254176
